name,entry_id,icsd_id,composition_generic,unit_cell,sites
PmMg,20464,161743,AB,"[[3.8575, 0.0, 0.0], [0.0, 3.8575, 0.0], [0.0, 0.0, 3.8575]]","['Mg @ 0 0 0', 'Pm @ 0.5 0.5 0.5']"
YCu,20721,163697,AB,"[[3.46486, 0.0, 0.0], [0.0, 3.46486, 0.0], [0.0, 0.0, 3.46486]]","['Cu @ 0.5 0.5 0.5', 'Y @ 0 0 0']"
ErAu,10720,58445,AB,"[[3.551944, 0.0, 0.0], [0.0, 3.551944, 0.0], [0.0, 0.0, 3.551944]]","['Au @ 0 0 0', 'Er @ 0.5 0.5 0.5']"
HfTc,17392,104277,AB,"[[3.258583, 0.0, 0.0], [0.0, 3.258583, 0.0], [0.0, 0.0, 3.258583]]","['Hf @ 0 0 0', 'Tc @ 0.5 0.5 0.5']"
TiOs,17904,105572,AB,"[[3.085145, 0.0, 0.0], [0.0, 3.085145, 0.0], [0.0, 0.0, 3.085145]]","['Os @ 0 0 0', 'Ti @ 0.5 0.5 0.5']"
EuMg,20465,161745,AB,"[[4.057921, 0.0, 0.0], [0.0, 4.057921, 0.0], [0.0, 0.0, 4.057921]]","['Eu @ 0.5 0.5 0.5', 'Mg @ 0 0 0']"
GdMg,20466,161746,AB,"[[3.808233, 0.0, 0.0], [0.0, 3.808233, 0.0], [0.0, 0.0, 3.808233]]","['Gd @ 0.5 0.5 0.5', 'Mg @ 0 0 0']"
SmMg,17650,104865,AB,"[[3.841834, 0.0, 0.0], [0.0, 3.841834, 0.0], [0.0, 0.0, 3.841834]]","['Mg @ 0 0 0', 'Sm @ 0.5 0.5 0.5']"
ZrOs,17906,105580,AB,"[[3.282701, 0.0, 0.0], [0.0, 3.282701, 0.0], [0.0, 0.0, 3.282701]]","['Os @ 0 0 0', 'Zr @ 0.5 0.5 0.5']"
ZnRh,18674,107574,AB,"[[3.018658, 0.0, 0.0], [0.0, 3.018658, 0.0], [0.0, 0.0, 3.018658]]","['Rh @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
ErMg,20467,161750,AB,"[[3.762991, 0.0, 0.0], [0.0, 3.762991, 0.0], [0.0, 0.0, 3.762991]]","['Er @ 0.5 0.5 0.5', 'Mg @ 0 0 0']"
U,22309,181306,A,"[[2.214, -2.214, 0.0], [-2.214, 0.0, -2.214], [2.214, 2.214, 0.0]]",['U @ 0 0 0']
Ne,12059,65889,A,"[[1.713466, -1.713466, 0.0], [-1.713466, 0.0, -1.713466], [1.713466, 1.713466, 0.0]]",['Ne @ 0 0 0']
Sn,9297,52487,A,"[[1.878083, 1.878083, 1.878083], [1.878083, -1.878083, -1.878083], [-1.878083, 1.878083, -1.878083]]",['Sn @ 0 0 0']
GeC,22473,182363,AB,"[[2.291719, -2.291719, 0.0], [-2.291719, 0.0, -2.291719], [2.291719, 2.291719, 0.0]]","['C @ 0.75 0.5 0.25', 'Ge @ 0 0 0']"
HoSb,8119,43544,AB,"[[3.083857, -3.083857, 0.0], [-3.083857, 0.0, -3.083857], [3.083857, 3.083857, 0.0]]","['Ho @ 0 0 0', 'Sb @ 0.5 0 0.5']"
ZnO,20684,163382,AB,"[[2.66039, 0.0, 0.0], [0.0, 2.66039, 0.0], [0.0, 0.0, 2.66039]]","['O @ 0.5 0.5 0.5', 'Zn @ 0 0 0']"
ScC,22262,181048,AB,"[[2.876, 0.0, 0.0], [0.0, 2.876, 0.0], [0.0, 0.0, 2.876]]","['C @ 0.5 0.5 0.5', 'Sc @ 0 0 0']"
ScCu,29784,629013,AB,"[[3.234762, 0.0, 0.0], [0.0, 3.234762, 0.0], [0.0, 0.0, 3.234762]]","['Cu @ 0 0 0', 'Sc @ 0.5 0.5 0.5']"
ErRh,30040,631011,AB,"[[3.386364, 0.0, 0.0], [0.0, 3.386364, 0.0], [0.0, 0.0, 3.386364]]","['Er @ 0 0 0', 'Rh @ 0.5 0.5 0.5']"
HoHg,17397,104297,AB,"[[3.684957, 0.0, 0.0], [0.0, 3.684957, 0.0], [0.0, 0.0, 3.684957]]","['Hg @ 0 0 0', 'Ho @ 0.5 0.5 0.5']"
YC,22264,181050,AB,"[[3.102078, 0.0, 0.0], [0.0, 3.102078, 0.0], [0.0, 0.0, 3.102078]]","['C @ 0.5 0.5 0.5', 'Y @ 0 0 0']"
Ne,12057,65887,A,"[[1.725031, -1.725031, 0.0], [-1.725031, 0.0, -1.725031], [1.725031, 1.725031, 0.0]]",['Ne @ 0 0 0']
Ne,12058,65888,A,"[[1.720534, -1.720534, 0.0], [-1.720534, 0.0, -1.720534], [1.720534, 1.720534, 0.0]]",['Ne @ 0 0 0']
Se,10325,57181,A,"[[2.027078, -1.170335, -1.568663], [-2.027078, -1.170335, -1.568663], [0.0, 2.340667, -1.568663]]",['Se @ 0 0 0']
Ho,10105,56224,A,"[[2.483584, -2.483584, 0.0], [-2.483584, 0.0, -2.483584], [2.483584, 2.483584, 0.0]]",['Ho @ 0 0 0']
SnP,14014,77786,AB,"[[2.793072, -2.793072, 0.0], [-2.793072, 0.0, -2.793072], [2.793072, 2.793072, 0.0]]","['P @ 0 0 0', 'Sn @ 0.5 0 0.5']"
HoTe,8123,43548,AB,"[[3.059374, -3.059374, 0.0], [-3.059374, 0.0, -3.059374], [3.059374, 3.059374, 0.0]]","['Ho @ 0 0 0', 'Te @ 0.5 0 0.5']"
HgSe,4543,24175,AB,"[[3.109701, -3.109701, 0.0], [-3.109701, 0.0, -3.109701], [3.109701, 3.109701, 0.0]]","['Hg @ 0 0 0', 'Se @ 0.75 0.5 0.25']"
CuO,11469,61323,AB,"[[2.091032, -2.091032, 0.0], [-2.091032, 0.0, -2.091032], [2.091032, 2.091032, 0.0]]","['Cu @ 0 0 0', 'O @ 0.5 0 0.5']"
LaCd,29003,620071,AB,"[[3.912815, 0.0, 0.0], [0.0, 3.912815, 0.0], [0.0, 0.0, 3.912815]]","['Cd @ 0 0 0', 'La @ 0.5 0.5 0.5']"
CuN,20469,161756,AB,"[[2.20879, -2.20879, 0.0], [-2.20879, 0.0, -2.20879], [2.20879, 2.20879, 0.0]]","['Cu @ 0 0 0', 'N @ 0.75 0.5 0.25']"
H,5497,28338,A,"[[1.109204, -1.109204, 0.0], [-1.109204, 0.0, -1.109204], [1.109204, 1.109204, 0.0]]",['H @ 0 0 0']
HgS,4523,24094,AB,"[[2.994765, -2.994765, 0.0], [-2.994765, 0.0, -2.994765], [2.994765, 2.994765, 0.0]]","['Hg @ 0 0 0', 'S @ 0.75 0.5 0.25']"
SnC,22475,182365,AB,"[[2.540512, -2.540512, 0.0], [-2.540512, 0.0, -2.540512], [2.540512, 2.540512, 0.0]]","['C @ 0.75 0.5 0.25', 'Sn @ 0 0 0']"
ScP,17907,105584,AB,"[[2.656, -2.656, 0.0], [-2.656, 0.0, -2.656], [2.656, 2.656, 0.0]]","['P @ 0.5 0 0.5', 'Sc @ 0 0 0']"
CdPd,29018,620272,AB,"[[-2.166228, -2.166228, 0.0], [-2.166228, 2.166228, 0.0], [0.0, 0.0, -3.679196]]","['Cd @ 0 0 0', 'Pd @ 0.5 0.5 0.5']"
AgCl,10182,56538,AB,"[[2.79438, -2.79438, 0.0], [-2.79438, 0.0, -2.79438], [2.79438, 2.79438, 0.0]]","['Ag @ 0 0 0', 'Cl @ 0.5 0 0.5']"
Sb,9672,53795,A,"[[4.57702, -0.021295, -0.014694], [2.500446, 3.83371, -0.014694], [2.500446, 1.346913, 3.589342]]","['Sb @ 0.234 0.234 0.234', 'Sb @ 0.766 0.766 0.766']"
DyAl,10445,57736,AB,"[[3.59804, 0.0, 0.0], [0.0, 3.59804, 0.0], [0.0, 0.0, 3.59804]]","['Al @ 0 0 0', 'Dy @ 0.5 0.5 0.5']"
PbS,14034,77865,AB,"[[3.648754, 0.0, 0.0], [0.0, 3.648754, 0.0], [0.0, 0.0, 3.648754]]","['Pb @ 0 0 0', 'S @ 0.5 0.5 0.5']"
HgPd,30534,639137,AB,"[[-2.178529, -2.178529, 0.0], [-2.178529, 2.178529, 0.0], [0.0, 0.0, -3.788144]]","['Hg @ 0 0 0', 'Pd @ 0.5 0.5 0.5']"
NdCd,29013,620189,AB,"[[3.835633, 0.0, 0.0], [0.0, 3.835633, 0.0], [0.0, 0.0, 3.835633]]","['Cd @ 0 0 0', 'Nd @ 0.5 0.5 0.5']"
GdAs,8162,43634,AB,"[[2.938294, -2.938294, 0.0], [-2.938294, 0.0, -2.938294], [2.938294, 2.938294, 0.0]]","['As @ 0.5 0 0.5', 'Gd @ 0 0 0']"
SnC,22476,182366,AB,"[[2.392979, -2.392979, 0.0], [-2.392979, 0.0, -2.392979], [2.392979, 2.392979, 0.0]]","['C @ 0.5 0 0.5', 'Sn @ 0 0 0']"
ZnTe,17353,104196,AB,"[[3.068483, -3.068483, 0.0], [-3.068483, 0.0, -3.068483], [3.068483, 3.068483, 0.0]]","['Te @ 0.75 0.5 0.25', 'Zn @ 0 0 0']"
NiC,22221,180457,AB,"[[2.039249, -2.039249, 0.0], [-2.039249, 0.0, -2.039249], [2.039249, 2.039249, 0.0]]","['C @ 0.5 0 0.5', 'Ni @ 0 0 0']"
HfPt,17383,104257,AB,"[[3.318817, 0.0, 0.0], [0.0, 3.318817, 0.0], [0.0, 0.0, 3.318817]]","['Hf @ 0 0 0', 'Pt @ 0.5 0.5 0.5']"
TbAs,8155,43601,AB,"[[2.922587, -2.922587, 0.0], [-2.922587, 0.0, -2.922587], [2.922587, 2.922587, 0.0]]","['As @ 0.5 0 0.5', 'Tb @ 0 0 0']"
Ga,8115,43539,A,"[[-2.792186, 0.0, 0.0], [0.0, 0.0, -3.25394], [-1.396093, -4.06677, 0.0]]","['Ga @ 0.865 0.25 0.269', 'Ga @ 0.135 0.75 0.731']"
TbTe,18147,106127,AB,"[[3.087053, -3.087053, 0.0], [-3.087053, 0.0, -3.087053], [3.087053, 3.087053, 0.0]]","['Tb @ 0 0 0', 'Te @ 0.5 0 0.5']"
HgPt,30535,639151,AB,"[[-2.140726, -2.140726, 0.0], [-2.140726, 2.140726, 0.0], [0.0, 0.0, -3.905952]]","['Hg @ 0 0 0', 'Pt @ 0.5 0.5 0.5']"
ZrHg,30537,639318,AB,"[[-2.245409, -2.245409, 0.0], [-2.245409, 2.245409, 0.0], [0.0, 0.0, -4.222774]]","['Hg @ 0 0 0', 'Zr @ 0.5 0.5 0.5']"
TiO,17898,105551,AB,"[[2.125829, -2.125829, 0.0], [-2.125829, 0.0, -2.125829], [2.125829, 2.125829, 0.0]]","['O @ 0.5 0 0.5', 'Ti @ 0 0 0']"
PrTe,14052,77936,AB,"[[3.898246, 0.0, 0.0], [0.0, 3.898246, 0.0], [0.0, 0.0, 3.898246]]","['Pr @ 0 0 0', 'Te @ 0.5 0.5 0.5']"
GdSb,8163,43635,AB,"[[3.124312, -3.124312, 0.0], [-3.124312, 0.0, -3.124312], [3.124312, 3.124312, 0.0]]","['Gd @ 0 0 0', 'Sb @ 0.5 0 0.5']"
TcB,21451,168899,AB,"[[2.199573, -2.199573, 0.0], [-2.199573, 0.0, -2.199573], [2.199573, 2.199573, 0.0]]","['B @ 0.5 0 0.5', 'Tc @ 0 0 0']"
NiHg,30533,639119,AB,"[[-2.191254, -2.191254, 0.0], [-2.191254, 2.191254, 0.0], [0.0, 0.0, -3.254073]]","['Hg @ 0 0 0', 'Ni @ 0.5 0.5 0.5']"
NbS,13784,76564,AB,"[[3.306079, 0.0, 0.0], [-1.65304, 2.863246, 0.0], [0.0, 0.0, 3.323989]]","['Nb @ 0 0 0', 'S @ 0.333 0.667 0.5']"
PrSb,14051,77933,AB,"[[3.220935, -3.220935, 0.0], [-3.220935, 0.0, -3.220935], [3.220935, 3.220935, 0.0]]","['Pr @ 0 0 0', 'Sb @ 0.5 0 0.5']"
NiN,20468,161755,AB,"[[2.152013, -2.152013, 0.0], [-2.152013, 0.0, -2.152013], [2.152013, 2.152013, 0.0]]","['N @ 0.75 0.5 0.25', 'Ni @ 0 0 0']"
MnSe,4578,24251,AB,"[[2.685064, -2.685064, 0.0], [-2.685064, 0.0, -2.685064], [2.685064, 2.685064, 0.0]]","['Mn @ 0 0 0', 'Se @ 0.5 0 0.5']"
GdAu,10729,58464,AB,"[[3.61702, 0.0, 0.0], [0.0, 3.61702, 0.0], [0.0, 0.0, 3.61702]]","['Au @ 0 0 0', 'Gd @ 0.5 0.5 0.5']"
TbMg,17657,104879,AB,"[[3.794618, 0.0, 0.0], [0.0, 3.794618, 0.0], [0.0, 0.0, 3.794618]]","['Mg @ 0 0 0', 'Tb @ 0.5 0.5 0.5']"
TmTl,18169,106191,AB,"[[3.735783, 0.0, 0.0], [0.0, 3.735783, 0.0], [0.0, 0.0, 3.735783]]","['Tl @ 0 0 0', 'Tm @ 0.5 0.5 0.5']"
CaHg,10986,58900,AB,"[[3.781246, 0.0, 0.0], [0.0, 3.781246, 0.0], [0.0, 0.0, 3.781246]]","['Ca @ 0 0 0', 'Hg @ 0.5 0.5 0.5']"
LaHg,17402,104305,AB,"[[3.881063, 0.0, 0.0], [0.0, 3.881063, 0.0], [0.0, 0.0, 3.881063]]","['Hg @ 0 0 0', 'La @ 0.5 0.5 0.5']"
Ne,12061,65891,A,"[[1.723557, -1.723557, 0.0], [-1.723557, 0.0, -1.723557], [1.723557, 1.723557, 0.0]]",['Ne @ 0 0 0']
Ne,12062,65892,A,"[[1.718691, -1.718691, 0.0], [-1.718691, 0.0, -1.718691], [1.718691, 1.718691, 0.0]]",['Ne @ 0 0 0']
Ne,12064,65894,A,"[[1.711022, -1.711022, 0.0], [-1.711022, 0.0, -1.711022], [1.711022, 1.711022, 0.0]]",['Ne @ 0 0 0']
DySb,8165,43639,AB,"[[3.09646, -3.09646, 0.0], [-3.09646, 0.0, -3.09646], [3.09646, 3.09646, 0.0]]","['Dy @ 0 0 0', 'Sb @ 0.5 0 0.5']"
MnSe,4579,24252,AB,"[[2.945184, -2.945184, 0.0], [-2.945184, 0.0, -2.945184], [2.945184, 2.945184, 0.0]]","['Mn @ 0 0 0', 'Se @ 0.75 0.5 0.25']"
LiHg,17404,104308,AB,"[[3.307141, 0.0, 0.0], [0.0, 3.307141, 0.0], [0.0, 0.0, 3.307141]]","['Hg @ 0 0 0', 'Li @ 0.5 0.5 0.5']"
MgTl,17660,104884,AB,"[[3.644586, 0.0, 0.0], [0.0, 3.644586, 0.0], [0.0, 0.0, 3.644586]]","['Mg @ 0 0 0', 'Tl @ 0.5 0.5 0.5']"
YTl,18172,106195,AB,"[[3.773469, 0.0, 0.0], [0.0, 3.773469, 0.0], [0.0, 0.0, 3.773469]]","['Tl @ 0 0 0', 'Y @ 0.5 0.5 0.5']"
SnP,3311,16077,AB,"[[-3.863151, 0.0, 0.0], [0.0, -3.863151, 0.0], [1.931576, 1.931576, 3.047145]]","['P @ 0.43 0.43 0.86', 'Sn @ 0.998 0.998 0.996']"
Li,18967,109011,A,"[[1.455851, -0.840536, -2.286195], [0.0, 1.681073, -2.286195], [1.455851, 0.840536, 2.286195]]",['Li @ 0 0 0']
I,19480,151434,A,"[[-2.281489, 2.278817, 0.0], [2.281489, 2.278817, 0.0], [0.0, -2.278817, -3.986045]]",['I @ 0 0 0']
Ne,12060,65890,A,"[[1.72655, -1.72655, 0.0], [-1.72655, 0.0, -1.72655], [1.72655, 1.72655, 0.0]]",['Ne @ 0 0 0']
Ne,12063,65893,A,"[[1.712624, -1.712624, 0.0], [-1.712624, 0.0, -1.712624], [1.712624, 1.712624, 0.0]]",['Ne @ 0 0 0']
DyAs,8164,43638,AB,"[[2.906972, -2.906972, 0.0], [-2.906972, 0.0, -2.906972], [2.906972, 2.906972, 0.0]]","['As @ 0.5 0 0.5', 'Dy @ 0 0 0']"
TmMg,17661,104885,AB,"[[3.748449, 0.0, 0.0], [0.0, 3.748449, 0.0], [0.0, 0.0, 3.748449]]","['Mg @ 0 0 0', 'Tm @ 0.5 0.5 0.5']"
SrS,5624,28900,AB,"[[3.022693, -3.022693, 0.0], [-3.022693, 0.0, -3.022693], [3.022693, 3.022693, 0.0]]","['S @ 0.5 0 0.5', 'Sr @ 0 0 0']"
SrSe,5625,28901,AB,"[[3.141812, -3.141812, 0.0], [-3.141812, 0.0, -3.141812], [3.141812, 3.141812, 0.0]]","['Se @ 0.5 0 0.5', 'Sr @ 0 0 0']"
CaS,5626,28902,AB,"[[2.849822, -2.849822, 0.0], [-2.849822, 0.0, -2.849822], [2.849822, 2.849822, 0.0]]","['Ca @ 0 0 0', 'S @ 0.5 0 0.5']"
He,4177,22384,A,"[[1.704771, -1.704771, 0.0], [-1.704771, 0.0, -1.704771], [1.704771, 1.704771, 0.0]]",['He @ 0 0 0']
TePb,14036,77882,AB,"[[3.970582, 0.0, 0.0], [0.0, 3.970582, 0.0], [0.0, 0.0, 3.970582]]","['Pb @ 0 0 0', 'Te @ 0.5 0.5 0.5']"
PrCd,29020,620284,AB,"[[3.856159, 0.0, 0.0], [0.0, 3.856159, 0.0], [0.0, 0.0, 3.856159]]","['Cd @ 0 0 0', 'Pr @ 0.5 0.5 0.5']"
CdPt,29022,620296,AB,"[[2.996365, 0.0, 0.0], [0.0, 2.996365, 0.0], [0.0, 0.0, 3.867457]]","['Cd @ 0 0 0', 'Pt @ 0.5 0.5 0.5']"
MgS,5627,28903,AB,"[[2.605024, -2.605024, 0.0], [-2.605024, 0.0, -2.605024], [2.605024, 2.605024, 0.0]]","['Mg @ 0 0 0', 'S @ 0.5 0 0.5']"
CrN,6912,37412,AB,"[[2.061333, -2.061333, 0.0], [-2.061333, 0.0, -2.061333], [2.061333, 2.061333, 0.0]]","['Cr @ 0 0 0', 'N @ 0.5 0 0.5']"
PbSe,14035,77870,AB,"[[3.756529, 0.0, 0.0], [0.0, 3.756529, 0.0], [0.0, 0.0, 3.756529]]","['Pb @ 0 0 0', 'Se @ 0.5 0.5 0.5']"
VO,5578,28681,AB,"[[2.211215, -2.211215, 0.0], [-2.211215, 0.0, -2.211215], [2.211215, 2.211215, 0.0]]","['O @ 0.5 0 0.5', 'V @ 0 0 0']"
YC,22263,181049,AB,"[[2.543, -2.543, 0.0], [-2.543, 0.0, -2.543], [2.543, 2.543, 0.0]]","['C @ 0.5 0 0.5', 'Y @ 0 0 0']"
CdPt,29023,620297,AB,"[[-2.118601, -2.118601, 0.0], [-2.118601, 2.118601, 0.0], [0.0, 0.0, -3.867834]]","['Cd @ 0 0 0', 'Pt @ 0.5 0.5 0.5']"
LuHg,17406,104312,AB,"[[3.622585, 0.0, 0.0], [0.0, 3.622585, 0.0], [0.0, 0.0, 3.622585]]","['Hg @ 0 0 0', 'Lu @ 0.5 0.5 0.5']"
YbTl,18174,106197,AB,"[[3.826, 0.0, 0.0], [0.0, 3.826, 0.0], [0.0, 0.0, 3.826]]","['Tl @ 0 0 0', 'Yb @ 0.5 0.5 0.5']"
CaIn,10991,58905,AB,"[[3.835658, 0.0, 0.0], [0.0, 3.835658, 0.0], [0.0, 0.0, 3.835658]]","['Ca @ 0 0 0', 'In @ 0.5 0.5 0.5']"
MgHg,17407,104313,AB,"[[3.465398, 0.0, 0.0], [0.0, 3.465398, 0.0], [0.0, 0.0, 3.465398]]","['Hg @ 0 0 0', 'Mg @ 0.5 0.5 0.5']"
YMg,17663,104889,AB,"[[3.791243, 0.0, 0.0], [0.0, 3.791243, 0.0], [0.0, 0.0, 3.791243]]","['Mg @ 0 0 0', 'Y @ 0.5 0.5 0.5']"
BeO,20737,163820,AB,"[[1.899211, -1.899211, 0.0], [-1.899211, 0.0, -1.899211], [1.899211, 1.899211, 0.0]]","['Be @ 0 0 0', 'O @ 0.75 0.5 0.25']"
AlIr,10480,57928,AB,"[[3.019554, 0.0, 0.0], [0.0, 3.019554, 0.0], [0.0, 0.0, 3.019554]]","['Al @ 0 0 0', 'Ir @ 0.5 0.5 0.5']"
HoAu,10736,58479,AB,"[[3.565071, 0.0, 0.0], [0.0, 3.565071, 0.0], [0.0, 0.0, 3.565071]]","['Au @ 0 0 0', 'Ho @ 0.5 0.5 0.5']"
TmZn,18176,106203,AB,"[[3.513311, 0.0, 0.0], [0.0, 3.513311, 0.0], [0.0, 0.0, 3.513311]]","['Tm @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
Kr,2562,9785,A,"[[3.933791, 0.0, 0.0], [-1.966896, 3.40672, 0.0], [0.0, 0.0, 6.42902]]","['Kr @ 0.333 0.667 0.25', 'Kr @ 0.667 0.333 0.75']"
Ne,12065,65895,A,"[[1.710172, -1.710172, 0.0], [-1.710172, 0.0, -1.710172], [1.710172, 1.710172, 0.0]]",['Ne @ 0 0 0']
Ne,12074,65904,A,"[[1.723116, -1.723116, 0.0], [-1.723116, 0.0, -1.723116], [1.723116, 1.723116, 0.0]]",['Ne @ 0 0 0']
Pa,4672,24622,A,"[[1.96996, 1.96996, -1.596363], [1.96996, -1.96996, 1.596363], [-1.96996, -1.96996, -1.596363]]",['Pa @ 0 0 0']
TbSe,8159,43605,AB,"[[2.88795, -2.88795, 0.0], [-2.88795, 0.0, -2.88795], [2.88795, 2.88795, 0.0]]","['Se @ 0.5 0 0.5', 'Tb @ 0 0 0']"
SrMg,17655,104873,AB,"[[4.176756, 0.0, 0.0], [0.0, 4.176756, 0.0], [0.0, 0.0, 4.176756]]","['Mg @ 0 0 0', 'Sr @ 0.5 0.5 0.5']"
DyTe,8166,43640,AB,"[[3.072631, -3.072631, 0.0], [-3.072631, 0.0, -3.072631], [3.072631, 3.072631, 0.0]]","['Dy @ 0 0 0', 'Te @ 0.5 0 0.5']"
ErAs,8167,43644,AB,"[[2.881003, -2.881003, 0.0], [-2.881003, 0.0, -2.881003], [2.881003, 2.881003, 0.0]]","['As @ 0.5 0 0.5', 'Er @ 0 0 0']"
ScCd,29029,620407,AB,"[[3.514376, 0.0, 0.0], [0.0, 3.514376, 0.0], [0.0, 0.0, 3.514376]]","['Cd @ 0 0 0', 'Sc @ 0.5 0.5 0.5']"
GaNi,30309,634866,AB,"[[2.909009, 0.0, 0.0], [0.0, 2.909009, 0.0], [0.0, 0.0, 2.909009]]","['Ga @ 0 0 0', 'Ni @ 0.5 0.5 0.5']"
HBr,5613,28841,AB,"[[2.422348, -2.422348, 0.0], [-2.422348, 0.0, -2.422348], [2.422348, 2.422348, 0.0]]","['Br @ 0.5 0 0.5', 'H @ 0 0 0']"
ZrPd,9972,55547,AB,"[[3.352066, 0.0, 0.0], [0.0, 3.352066, 0.0], [0.0, 0.0, 3.352066]]","['Pd @ 0.5 0.5 0.5', 'Zr @ 0 0 0']"
CaPb,10997,58918,AB,"[[3.597608, 0.0, 0.0], [0.0, 3.597608, 0.0], [0.0, 0.0, 4.552855]]","['Ca @ 0 0 0', 'Pb @ 0.5 0.5 0.5']"
MnHg,17413,104321,AB,"[[3.313887, 0.0, 0.0], [0.0, 3.313887, 0.0], [0.0, 0.0, 3.313887]]","['Hg @ 0 0 0', 'Mn @ 0.5 0.5 0.5']"
NbN,1797,982,AB,"[[2.217283, -2.217283, 0.0], [-2.217283, 0.0, -2.217283], [2.217283, 2.217283, 0.0]]","['N @ 0.5 0 0.5', 'Nb @ 0 0 0']"
Ne,12067,65897,A,"[[1.72815, -1.72815, 0.0], [-1.72815, 0.0, -1.72815], [1.72815, 1.72815, 0.0]]",['Ne @ 0 0 0']
Ne,12069,65899,A,"[[1.726478, -1.726478, 0.0], [-1.726478, 0.0, -1.726478], [1.726478, 1.726478, 0.0]]",['Ne @ 0 0 0']
Ne,12070,65900,A,"[[1.7256, -1.7256, 0.0], [-1.7256, 0.0, -1.7256], [1.7256, 1.7256, 0.0]]",['Ne @ 0 0 0']
Ne,12073,65903,A,"[[1.723744, -1.723744, 0.0], [-1.723744, 0.0, -1.723744], [1.723744, 1.723744, 0.0]]",['Ne @ 0 0 0']
La,17557,104656,A,"[[2.634196, -2.634196, 0.0], [-2.634196, 0.0, -2.634196], [2.634196, 2.634196, 0.0]]",['La @ 0 0 0']
GeC,22474,182364,AB,"[[2.187489, -2.187489, 0.0], [-2.187489, 0.0, -2.187489], [2.187489, 2.187489, 0.0]]","['C @ 0.5 0 0.5', 'Ge @ 0 0 0']"
TaN,13762,76456,AB,"[[2.203545, -2.203545, 0.0], [-2.203545, 0.0, -2.203545], [2.203545, 2.203545, 0.0]]","['N @ 0 0 0', 'Ta @ 0.5 0 0.5']"
TmP,14025,77850,AB,"[[2.790027, -2.790027, 0.0], [-2.790027, 0.0, -2.790027], [2.790027, 2.790027, 0.0]]","['P @ 0.5 0 0.5', 'Tm @ 0 0 0']"
TbP,8154,43600,AB,"[[2.846871, -2.846871, 0.0], [-2.846871, 0.0, -2.846871], [2.846871, 2.846871, 0.0]]","['P @ 0.5 0 0.5', 'Tb @ 0 0 0']"
InHg,17399,104299,AB,"[[-1.813071, 3.140331, 0.0], [3.626141, 0.0, 0.0], [1.813071, -1.046777, -4.447748]]","['Hg @ 0 0 0', 'In @ 0.5 0.5 0.5']"
HgTe,6117,31842,AB,"[[3.060923, -3.060923, 0.0], [-3.060923, 0.0, -3.060923], [3.060923, 3.060923, 0.0]]","['Hg @ 0 0 0', 'Te @ 0.5 0 0.5']"
FePt,31334,659004,AB,"[[1.933419, -1.933419, 0.0], [-1.933419, -1.933419, 0.0], [0.0, 0.0, -3.726848]]","['Fe @ 0.5 0.5 0.5', 'Pt @ 0 0 0']"
MnHg,17414,104323,AB,"[[3.307753, 0.0, 0.0], [0.0, 3.307753, 0.0], [0.0, 0.0, 3.331557]]","['Hg @ 0 0 0', 'Mn @ 0.5 0.5 0.5']"
SmCd,29034,620479,AB,"[[3.79343, 0.0, 0.0], [0.0, 3.79343, 0.0], [0.0, 0.0, 3.79343]]","['Cd @ 0 0 0', 'Sm @ 0.5 0.5 0.5']"
WC,3084,15406,AB,"[[2.92309, 0.0, 0.0], [-1.461545, 2.531501, 0.0], [0.0, 0.0, 2.853203]]","['C @ 0.667 0.333 0.5', 'W @ 0 0 0']"
CsCl,4110,22173,AB,"[[4.157509, 0.0, 0.0], [0.0, 4.157509, 0.0], [0.0, 0.0, 4.157509]]","['Cl @ 0.5 0.5 0.5', 'Cs @ 0 0 0']"
Sr,18981,109027,A,"[[0.0, 0.0, -3.812411], [-2.694004, -2.694004, 0.0], [-2.694004, 2.694004, 0.0]]",['Sr @ 0 0 0']
I,18988,109040,A,"[[-3.224586, 0.0, 0.0], [0.0, -3.224586, 0.0], [1.612294, 1.612294, 3.91751]]",['I @ 0 0 0']
Y,8147,43588,A,"[[3.627554, 0.0, 0.0], [-1.813777, 3.141474, 0.0], [0.0, 0.0, 5.670691]]","['Y @ 0.333 0.667 0.25', 'Y @ 0.667 0.333 0.75']"
TbS,8158,43604,AB,"[[2.773444, -2.773444, 0.0], [-2.773444, 0.0, -2.773444], [2.773444, 2.773444, 0.0]]","['S @ 0.5 0 0.5', 'Tb @ 0 0 0']"
ZnS,7652,41985,AB,"[[2.712497, -2.712497, 0.0], [-2.712497, 0.0, -2.712497], [2.712497, 2.712497, 0.0]]","['S @ 0.75 0.5 0.25', 'Zn @ 0 0 0']"
ErSb,8168,43645,AB,"[[3.072626, -3.072626, 0.0], [-3.072626, 0.0, -3.072626], [3.072626, 3.072626, 0.0]]","['Er @ 0 0 0', 'Sb @ 0.5 0 0.5']"
TmAs,8170,43647,AB,"[[2.869168, -2.869168, 0.0], [-2.869168, 0.0, -2.869168], [2.869168, 2.869168, 0.0]]","['As @ 0.5 0 0.5', 'Tm @ 0 0 0']"
MgAg,22530,184205,AB,"[[3.295302, 0.0, 0.0], [0.0, 3.295302, 0.0], [0.0, 0.0, 3.295302]]","['Ag @ 0 0 0', 'Mg @ 0.5 0.5 0.5']"
